"date","user","run","tube","lineage","replicate","rank","length","time","ramp_rate","ctmax"
2022-12-09,"RAB",3,1,"AH",2,7,0.741,63.75,0.175699300699284,35.0364583333333
2022-12-09,"RAB",3,2,"HA",2,8,0.75,61.4666666666667,0.184440559440546,34.61875
2022-12-09,"RAB",3,3,"AH",2,6,0.763,65.5,0.172727272727258,35.3511904761905
2022-12-09,"RAB",3,4,"HH",3,2,0.732,70.9666666666667,0.185139860139852,36.3333333333333
2022-12-09,"RAB",3,5,"HA",2,10,0.742,49.95,0.211363636363632,32.3731060606061
2022-12-09,"RAB",3,6,"HA",2,5,0.805,66.5166666666667,0.171153846153831,35.5416666666667
2022-12-09,"RAB",3,7,"HA",2,1,0.795,74.5833333333333,0.168006993006987,36.9583333333333
2022-12-09,"RAB",3,8,"AA",3,9,0.849,58.6666666666667,0.187587412587404,34.1041666666667
2022-12-09,"RAB",3,9,"AH",2,4,0.744,67.8333333333333,0.180594405594393,35.7875
2022-12-09,"RAB",3,10,"HA",2,3,0.762,70.55,0.185139860139852,36.28125
