Treatment	Length	Temp	pH	Generation	Stage
AA	0.35	18	8.2	25	C1
AA	0.346	18	8.2	25	C1
AA	0.336	18	8.2	25	C1
AA	0.32	18	8.2	25	C1
AA	0.323	18	8.2	25	C1
AA	0.326	18	8.2	25	C1
AA	0.797	18	8.2	25	C6F
AA	0.773	18	8.2	25	C6F
AA	0.823	18	8.2	25	C6F
AA	0.802	18	8.2	25	C6F
AA	0.782	18	8.2	25	C6F
AA	0.821	18	8.2	25	C6F
AA	0.723	18	8.2	25	C6M
AA	0.805	18	8.2	25	C6F
AA	0.747	18	8.2	25	C6F
AA	0.807	18	8.2	25	C6F
AA	0.802	18	8.2	25	C6F
AA	0.832	18	8.2	25	C6F
AA	0.827	18	8.2	25	C6F
AA	0.826	18	8.2	25	C6F
AA	0.799	18	8.2	25	C6F
AA	0.684	18	8.2	25	C6M
AA	0.341	18	8.2	25	C1
AA	0.723	18	8.2	25	C6F
AH	0.311	18	7.5	25	C1
AH	0.324	18	7.5	25	C1
HA	0.294	22	8.2	25	C1
HA	0.382	22	8.2	25	C1
HA	0.306	22	8.2	25	C1
HA	0.312	22	8.2	25	C1
HA	0.31	22	8.2	25	C1
HA	0.333	22	8.2	25	C1
HA	0.364	22	8.2	25	C1
HA	0.322	22	8.2	25	C1
HA	0.289	22	8.2	25	C1
HA	0.383	22	8.2	25	C1
HA	0.816	22	8.2	25	C6F
HA	0.77	22	8.2	25	C6F
HA	0.831	22	8.2	25	C6F
HA	0.78	22	8.2	25	C6F
HA	0.776	22	8.2	25	C6F
HA	0.762	22	8.2	25	C6F
HA	0.819	22	8.2	25	C6F
HA	0.833	22	8.2	25	C6F
HA	0.819	22	8.2	25	C6F
HA	0.84	22	8.2	25	C6F
HA	0.833	22	8.2	25	C6F
HA	0.744	22	8.2	25	C6F
HA	0.705	22	8.2	25	C6M
HA	0.682	22	8.2	25	C6M
HA	0.68	22	8.2	25	C6M
HA	0.735	22	8.2	25	C6M
HA	0.678	22	8.2	25	C6M
HA	0.705	22	8.2	25	C6M
HA	0.705	22	8.2	25	C6M
HA	0.717	22	8.2	25	C6M
HA	0.683	22	8.2	25	C6M
HA	0.687	22	8.2	25	C6M
HA	0.67	22	8.2	25	C6M
HA	0.708	22	8.2	25	C6M
HA	0.3	22	8.2	25	C1
HA	0.311	22	8.2	25	C1
HA	0.307	22	8.2	25	C1
HA	0.298	22	8.2	25	C1
HA	0.317	22	8.2	25	C1
HA	0.299	22	8.2	25	C1
HA	0.307	22	8.2	25	C1
HA	0.316	22	8.2	25	C1
HA	0.332	22	8.2	25	C1
HA	0.299	22	8.2	25	C1
HA	0.817	22	8.2	25	C6F
HA	0.691	22	8.2	25	C6M
HA	0.689	22	8.2	25	C6M
HA	0.65	22	8.2	25	C6M
HA	0.675	22	8.2	25	C6M
HA	0.692	22	8.2	25	C6M
HA	0.649	22	8.2	25	C6M
HA	0.687	22	8.2	25	C6M
HA	0.687	22	8.2	25	C6M
HA	0.69	22	8.2	25	C6M
HA	0.697	22	8.2	25	C6M
HA	0.714	22	8.2	25	C6M
HA	0.682	22	8.2	25	C6M
HA	0.307	22	8.2	25	C1
HA	0.286	22	8.2	25	C1
HA	0.313	22	8.2	25	C1
HA	0.299	22	8.2	25	C1
HA	0.281	22	8.2	25	C1
HA	0.296	22	8.2	25	C1
HA	0.679	22	8.2	25	C6M
HA	0.668	22	8.2	25	C6M
HA	0.652	22	8.2	25	C6M
HA	0.646	22	8.2	25	C6M
HA	0.673	22	8.2	25	C6M
HA	0.682	22	8.2	25	C6M
HA	0.296	22	8.2	25	C1
HA	0.334	22	8.2	25	C1
HA	0.303	22	8.2	25	C1
HA	0.291	22	8.2	25	C1
HA	0.301	22	8.2	25	C1
HA	0.307	22	8.2	25	C1
HA	0.321	22	8.2	25	C1
HA	0.277	22	8.2	25	C1
HA	0.317	22	8.2	25	C1
HA	0.324	22	8.2	25	C1
HA	0.33	22	8.2	25	C1
HA	0.819	22	8.2	25	C6F
HA	0.853	22	8.2	25	C6F
HA	0.79	22	8.2	25	C6F
HA	0.79	22	8.2	25	C6F
HA	0.715	22	8.2	25	C6F
HA	0.715	22	8.2	25	C6M
HA	0.675	22	8.2	25	C6M
HA	0.68	22	8.2	25	C6M
HA	0.686	22	8.2	25	C6M
HA	0.685	22	8.2	25	C6M
HA	0.663	22	8.2	25	C6M
HA	0.685	22	8.2	25	C6M
HA	0.666	22	8.2	25	C6M
HA	0.651	22	8.2	25	C6M
HA	0.671	22	8.2	25	C6M
HA	0.689	22	8.2	25	C6M
HA	0.667	22	8.2	25	C6M
HH	0.325	22	7.5	25	C1
HH	0.321	22	7.5	25	C1
HH	0.391	22	7.5	25	C1
HH	0.763	22	7.5	25	C6F
HH	0.772	22	7.5	25	C6F
HH	0.813	22	7.5	25	C6F
HH	0.838	22	7.5	25	C6F
HH	0.807	22	7.5	25	C6F
HH	0.684	22	7.5	25	C6M
HH	0.703	22	7.5	25	C6M
HH	0.682	22	7.5	25	C6M
HH	0.713	22	7.5	25	C6M
HH	0.7	22	7.5	25	C6M
HH	0.691	22	7.5	25	C6M
HH	0.275	22	7.5	25	C1
HH	0.319	22	7.5	25	C1
HH	0.31	22	7.5	25	C1
HH	0.296	22	7.5	25	C1
HH	0.28	22	7.5	25	C1
HH	0.318	22	7.5	25	C1
HH	0.31	22	7.5	25	C1
HH	0.298	22	7.5	25	C1
HH	0.321	22	7.5	25	C1
HH	0.308	22	7.5	25	C1
HH	0.321	22	7.5	25	C1
HH	0.857	22	7.5	25	C6F
HH	0.779	22	7.5	25	C6F
HH	0.806	22	7.5	25	C6F
HH	0.825	22	7.5	25	C6F
HH	0.734	22	7.5	25	C6F
HH	0.82	22	7.5	25	C6F
HH	0.762	22	7.5	25	C6F
HH	0.821	22	7.5	25	C6F
HH	0.792	22	7.5	25	C6F
HH	0.781	22	7.5	25	C6F
HH	0.872	22	7.5	25	C6F
HH	0.669	22	7.5	25	C6M
HH	0.672	22	7.5	25	C6M
HH	0.721	22	7.5	25	C6M
HH	0.712	22	7.5	25	C6M
HH	0.693	22	7.5	25	C6M
HH	0.729	22	7.5	25	C6M
HH	0.681	22	7.5	25	C6M
HH	0.665	22	7.5	25	C6M
HH	0.738	22	7.5	25	C6M
HH	0.299	22	7.5	25	C1
HH	0.32	22	7.5	25	C1
HH	0.325	22	7.5	25	C1
HH	0.308	22	7.5	25	C1
HH	0.289	22	7.5	25	C1
HH	0.286	22	7.5	25	C1
HH	0.291	22	7.5	25	C1
HH	0.318	22	7.5	25	C1
HH	0.297	22	7.5	25	C1
HH	0.3	22	7.5	25	C1
HH	0.321	22	7.5	25	C1
HH	0.83	22	7.5	25	C6F
HH	0.734	22	7.5	25	C6F
HH	0.79	22	7.5	25	C6F
HH	0.818	22	7.5	25	C6F
HH	0.79	22	7.5	25	C6F
HH	0.805	22	7.5	25	C6F
HH	0.747	22	7.5	25	C6F
HH	0.825	22	7.5	25	C6F
HH	0.746	22	7.5	25	C6F
HH	0.772	22	7.5	25	C6F
HH	0.686	22	7.5	25	C6M
HH	0.671	22	7.5	25	C6M
HH	0.7	22	7.5	25	C6M
HH	0.711	22	7.5	25	C6M
HH	0.675	22	7.5	25	C6M
HH	0.71	22	7.5	25	C6M
HH	0.694	22	7.5	25	C6M
HH	0.677	22	7.5	25	C6M
HH	0.703	22	7.5	25	C6M
HH	0.678	22	7.5	25	C6M
HH	0.296	22	7.5	25	C1
HH	0.291	22	7.5	25	C1
HH	0.31	22	7.5	25	C1
HH	0.301	22	7.5	25	C1
HH	0.305	22	7.5	25	C1
HH	0.317	22	7.5	25	C1
HH	0.323	22	7.5	25	C1
HH	0.295	22	7.5	25	C1
HH	0.312	22	7.5	25	C1
HH	0.29	22	7.5	25	C1
HH	0.324	22	7.5	25	C1
HH	0.871	22	7.5	25	C6F
HH	0.823	22	7.5	25	C6F
HH	0.832	22	7.5	25	C6F
HH	0.796	22	7.5	25	C6F
HH	0.814	22	7.5	25	C6F
HH	0.821	22	7.5	25	C6F
HH	0.727	22	7.5	25	C6M
HH	0.681	22	7.5	25	C6M
HH	0.701	22	7.5	25	C6M
HH	0.686	22	7.5	25	C6M
HH	0.691	22	7.5	25	C6M
HH	0.689	22	7.5	25	C6M
HH	0.68	22	7.5	25	C6M
HH	0.697	22	7.5	25	C6M
AA	0.329	18	8.2	25	C1
AH	0.339	18	7.5	25	C1
AH	0.329	18	7.5	25	C1
AH	0.325	18	7.5	25	C1
AH	0.337	18	7.5	25	C1
AH	0.308	18	7.5	25	C1
AH	0.337	18	7.5	25	C1
AH	0.316	18	7.5	25	C1
AH	0.341	18	7.5	25	C1
AH	0.864	18	7.5	25	C6F
AH	0.855	18	7.5	25	C6F
AH	0.86	18	7.5	25	C6F
AH	0.902	18	7.5	25	C6F
AH	0.824	18	7.5	25	C6F
AH	0.802	18	7.5	25	C6F
AH	0.814	18	7.5	25	C6F
AH	0.868	18	7.5	25	C6F
AH	0.877	18	7.5	25	C6F
AH	0.847	18	7.5	25	C6F
AH	0.709	18	7.5	25	C6M
AH	0.693	18	7.5	25	C6M
AH	0.614	18	7.5	25	C6M
AH	0.731	18	7.5	25	C6M
AH	0.735	18	7.5	25	C6M
AH	0.742	18	7.5	25	C6M
AH	0.717	18	7.5	25	C6M
AH	0.703	18	7.5	25	C6M
AH	0.74	18	7.5	25	C6M
AH	0.319	18	7.5	25	C1
AH	0.325	18	7.5	25	C1
AH	0.326	18	7.5	25	C1
AH	0.307	18	7.5	25	C1
AH	0.783	18	7.5	25	C6F
AH	0.813	18	7.5	25	C6F
AH	0.803	18	7.5	25	C6F
AH	0.807	18	7.5	25	C6F
AH	0.835	18	7.5	25	C6F
AH	0.787	18	7.5	25	C6F
AH	0.736	18	7.5	25	C6F
AH	0.766	18	7.5	25	C6F
AH	0.72	18	7.5	25	C6M
AH	0.704	18	7.5	25	C6M
AH	0.732	18	7.5	25	C6M
AH	0.672	18	7.5	25	C6M
AH	0.694	18	7.5	25	C6M
AH	0.701	18	7.5	25	C6M
AH	0.72	18	7.5	25	C6M
AH	0.691	18	7.5	25	C6M
AH	0.715	18	7.5	25	C6M
AH	0.705	18	7.5	25	C6M
AH	0.699	18	7.5	25	C6M
AH	0.304	18	7.5	25	C1
AH	0.339	18	7.5	25	C1
AH	0.814	18	7.5	25	C6F
AH	0.855	18	7.5	25	C6F
AH	0.797	18	7.5	25	C6F
AH	0.878	18	7.5	25	C6F
AH	0.803	18	7.5	25	C6F
AH	0.868	18	7.5	25	C6F
AH	0.848	18	7.5	25	C6F
AH	0.801	18	7.5	25	C6F
AH	0.846	18	7.5	25	C6F
AH	0.835	18	7.5	25	C6F
AH	0.857	18	7.5	25	C6F
AH	0.723	18	7.5	25	C6M
AH	0.727	18	7.5	25	C6M
AH	0.694	18	7.5	25	C6M
AH	0.721	18	7.5	25	C6M
AH	0.729	18	7.5	25	C6M
AH	0.725	18	7.5	25	C6M
AH	0.737	18	7.5	25	C6M
AH	0.338	18	7.5	25	C1
AH	0.343	18	7.5	25	C1
AH	0.296	18	7.5	25	C1
AH	0.33	18	7.5	25	C1
AH	0.349	18	7.5	25	C1
AH	0.347	18	7.5	25	C1
AH	0.319	18	7.5	25	C1
AH	0.349	18	7.5	25	C1
AH	0.325	18	7.5	25	C1
AH	0.324	18	7.5	25	C1
AH	0.331	18	7.5	25	C1
AH	0.328	18	7.5	25	C1
AH	0.741	18	7.5	25	C6F
AH	0.836	18	7.5	25	C6F
AH	0.79	18	7.5	25	C6F
AH	0.71	18	7.5	25	C6F
AH	0.755	18	7.5	25	C6F
AH	0.836	18	7.5	25	C6F
AH	0.821	18	7.5	25	C6F
AH	0.777	18	7.5	25	C6F
AH	0.805	18	7.5	25	C6F
AH	0.771	18	7.5	25	C6F
AH	0.736	18	7.5	25	C6M
AH	0.724	18	7.5	25	C6M
AH	0.747	18	7.5	25	C6M
AH	0.7	18	7.5	25	C6M
AH	0.727	18	7.5	25	C6M
