Treatment	Length	Temp	pH	Generation	Stage
HH	0.858	22	7.5	9	C6F
HH	0.841	22	7.5	9	C6F
HH	0.832	22	7.5	9	C6F
HH	0.847	22	7.5	9	C6F
HH	0.791	22	7.5	9	C6F
HH	0.775	22	7.5	9	C6F
HH	0.802	22	7.5	9	C6F
HH	0.84	22	7.5	9	C6F
HH	0.764	22	7.5	9	C6F
HH	0.812	22	7.5	9	C6F
HH	0.857	22	7.5	9	C6F
HH	0.781	22	7.5	9	C6F
HH	0.827	22	7.5	9	C6F
HH	0.77	22	7.5	9	C6F
HH	0.812	22	7.5	9	C6F
HH	0.753	22	7.5	9	C6F
HH	0.837	22	7.5	9	C6F
HH	0.786	22	7.5	9	C6F
HH	0.89	22	7.5	9	C6F
HH	0.772	22	7.5	9	C6F
HH	0.78	22	7.5	9	C6F
HH	0.822	22	7.5	9	C6F
HH	0.688	22	7.5	9	C6M
HH	0.708	22	7.5	9	C6M
HH	0.698	22	7.5	9	C6M
HH	0.71	22	7.5	9	C6M
HH	0.703	22	7.5	9	C6M
HH	0.738	22	7.5	9	C6M
HH	0.742	22	7.5	9	C6M
HH	0.748	22	7.5	9	C6M
HH	0.676	22	7.5	9	C6M
HH	0.733	22	7.5	9	C6M
HH	0.733	22	7.5	9	C6M
HH	0.697	22	7.5	9	C6M
HH	0.706	22	7.5	9	C6M
HH	0.691	22	7.5	9	C6M
HH	0.691	22	7.5	9	C6M
HH	0.676	22	7.5	9	C6M
HH	0.657	22	7.5	9	C6M
HH	0.658	22	7.5	9	C6M
HH	0.684	22	7.5	9	C6M
HH	0.742	22	7.5	9	C6M
HH	0.689	22	7.5	9	C6M
HH	0.713	22	7.5	9	C6M
HH	0.704	22	7.5	9	C6M
HH	0.725	22	7.5	9	C6M
HH	0.651	22	7.5	9	C6M
HH	0.7	22	7.5	9	C6M
HH	0.7	22	7.5	9	C6M
HH	0.712	22	7.5	9	C6M
HH	0.637	22	7.5	9	C6M
HH	0.71	22	7.5	9	C6M
HH	0.667	22	7.5	9	C6M
HH	0.694	22	7.5	9	C6M
HH	0.657	22	7.5	9	C6M
HH	0.681	22	7.5	9	C6M
HH	0.695	22	7.5	9	C6M
HH	0.649	22	7.5	9	C6M
HH	0.689	22	7.5	9	C6M
HH	0.732	22	7.5	9	C6M
HH	0.66	22	7.5	9	C6M
HH	0.714	22	7.5	9	C6M
AA	0.321	18	8.2	12	C1
AA	0.325	18	8.2	12	C1
AA	0.333	18	8.2	12	C1
AA	0.335	18	8.2	12	C1
AA	0.339	18	8.2	12	C1
AA	0.32	18	8.2	12	C1
AA	0.321	18	8.2	12	C1
AA	0.326	18	8.2	12	C1
AA	0.334	18	8.2	12	C1
AA	0.305	18	8.2	12	C1
AA	0.33	18	8.2	12	C1
AA	0.308	18	8.2	12	C1
AA	0.327	18	8.2	12	C1
AA	0.306	18	8.2	12	C1
AA	0.303	18	8.2	12	C1
AA	0.311	18	8.2	12	C1
AA	0.322	18	8.2	12	C1
AA	0.305	18	8.2	12	C1
AA	0.315	18	8.2	12	C1
AA	0.319	18	8.2	12	C1
AA	0.335	18	8.2	12	C1
AA	0.342	18	8.2	12	C1
AA	0.333	18	8.2	12	C1
AA	0.325	18	8.2	12	C1
AA	0.336	18	8.2	12	C1
AA	0.399	18	8.2	12	C1
AA	0.321	18	8.2	12	C1
AA	0.322	18	8.2	12	C1
AA	0.89	18	8.2	12	C6F
AA	0.811	18	8.2	12	C6F
AA	0.833	18	8.2	12	C6F
AA	0.811	18	8.2	12	C6F
AA	0.861	18	8.2	12	C6F
AA	0.792	18	8.2	12	C6F
AA	0.9	18	8.2	12	C6F
AA	0.835	18	8.2	12	C6F
AA	0.844	18	8.2	12	C6F
AA	0.803	18	8.2	12	C6F
AA	0.837	18	8.2	12	C6F
AA	0.849	18	8.2	12	C6F
AA	0.877	18	8.2	12	C6F
AA	0.88	18	8.2	12	C6F
AA	0.817	18	8.2	12	C6F
AA	0.885	18	8.2	12	C6F
AA	0.819	18	8.2	12	C6F
AA	0.854	18	8.2	12	C6F
AA	0.876	18	8.2	12	C6F
AA	0.879	18	8.2	12	C6F
AA	0.886	18	8.2	12	C6F
AA	0.85	18	8.2	12	C6F
AA	0.849	18	8.2	12	C6F
AA	0.819	18	8.2	12	C6F
AA	0.825	18	8.2	12	C6F
AA	0.854	18	8.2	12	C6F
AA	0.891	18	8.2	12	C6F
AA	0.887	18	8.2	12	C6F
AA	0.862	18	8.2	12	C6F
AA	0.868	18	8.2	12	C6F
AA	0.752	18	8.2	12	C6M
AA	0.736	18	8.2	12	C6M
AA	0.751	18	8.2	12	C6M
AA	0.743	18	8.2	12	C6M
AA	0.749	18	8.2	12	C6M
AA	0.707	18	8.2	12	C6M
AA	0.733	18	8.2	12	C6M
AA	0.743	18	8.2	12	C6M
AA	0.717	18	8.2	12	C6M
AA	0.75	18	8.2	12	C6M
AA	0.701	18	8.2	12	C6M
AA	0.764	18	8.2	12	C6M
AA	0.734	18	8.2	12	C6M
AA	0.754	18	8.2	12	C6M
AA	0.72	18	8.2	12	C6M
AA	0.704	18	8.2	12	C6M
AA	0.731	18	8.2	12	C6M
AA	0.751	18	8.2	12	C6M
AA	0.731	18	8.2	12	C6M
AA	0.721	18	8.2	12	C6M
AA	0.749	18	8.2	12	C6M
AA	0.751	18	8.2	12	C6M
AA	0.749	18	8.2	12	C6M
AA	0.732	18	8.2	12	C6M
AA	0.713	18	8.2	12	C6M
AA	0.703	18	8.2	12	C6M
AA	0.772	18	8.2	12	C6M
AA	0.737	18	8.2	12	C6M
AA	0.744	18	8.2	12	C6M
AA	0.725	18	8.2	12	C6M
HA	0.319	22	8.2	12	C1
HA	0.324	22	8.2	12	C1
HA	0.307	22	8.2	12	C1
HA	0.309	22	8.2	12	C1
HA	0.317	22	8.2	12	C1
HA	0.309	22	8.2	12	C1
HA	0.316	22	8.2	12	C1
HA	0.319	22	8.2	12	C1
HA	0.304	22	8.2	12	C1
HA	0.334	22	8.2	12	C1
HA	0.315	22	8.2	12	C1
HA	0.324	22	8.2	12	C1
HA	0.331	22	8.2	12	C1
HA	0.322	22	8.2	12	C1
HA	0.316	22	8.2	12	C1
HA	0.315	22	8.2	12	C1
HA	0.329	22	8.2	12	C1
HA	0.336	22	8.2	12	C1
HA	0.327	22	8.2	12	C1
HA	0.316	22	8.2	12	C1
HA	0.335	22	8.2	12	C1
HA	0.311	22	8.2	12	C1
HA	0.336	22	8.2	12	C1
HA	0.378	22	8.2	12	C1
HA	0.361	22	8.2	12	C1
HA	0.307	22	8.2	12	C1
HA	0.323	22	8.2	12	C1
HA	0.319	22	8.2	12	C1
HA	0.287	22	8.2	12	C1
HA	0.397	22	8.2	12	C1
HA	0.361	22	8.2	12	C1
HA	0.854	22	8.2	12	C6F
HA	0.801	22	8.2	12	C6F
HA	0.847	22	8.2	12	C6F
HA	0.824	22	8.2	12	C6F
HA	0.827	22	8.2	12	C6F
HA	0.837	22	8.2	12	C6F
HA	0.83	22	8.2	12	C6F
HA	0.79	22	8.2	12	C6F
HA	0.805	22	8.2	12	C6F
HA	0.819	22	8.2	12	C6F
HA	0.788	22	8.2	12	C6F
HA	0.83	22	8.2	12	C6F
HA	0.806	22	8.2	12	C6F
HA	0.826	22	8.2	12	C6F
HA	0.788	22	8.2	12	C6F
HA	0.828	22	8.2	12	C6F
HA	0.834	22	8.2	12	C6F
HA	0.919	22	8.2	12	C6F
HA	0.838	22	8.2	12	C6F
HA	0.882	22	8.2	12	C6F
HA	0.836	22	8.2	12	C6F
HA	0.794	22	8.2	12	C6F
HA	0.83	22	8.2	12	C6F
HA	0.844	22	8.2	12	C6F
HA	0.867	22	8.2	12	C6F
HA	0.826	22	8.2	12	C6F
HA	0.814	22	8.2	12	C6F
HA	0.812	22	8.2	12	C6F
HA	0.822	22	8.2	12	C6F
HA	0.77	22	8.2	12	C6F
HA	0.84	22	8.2	12	C6F
HA	0.859	22	8.2	12	C6F
HA	0.776	22	8.2	12	C6F
HA	0.797	22	8.2	12	C6F
HA	0.845	22	8.2	12	C6F
HA	0.717	22	8.2	12	C6M
HA	0.686	22	8.2	12	C6M
HA	0.706	22	8.2	12	C6M
HA	0.7	22	8.2	12	C6M
HA	0.73	22	8.2	12	C6M
HA	0.685	22	8.2	12	C6M
HA	0.691	22	8.2	12	C6M
HA	0.716	22	8.2	12	C6M
HA	0.676	22	8.2	12	C6M
HA	0.671	22	8.2	12	C6M
HA	0.71	22	8.2	12	C6M
HA	0.683	22	8.2	12	C6M
HA	0.713	22	8.2	12	C6M
HA	0.686	22	8.2	12	C6M
HA	0.742	22	8.2	12	C6M
HA	0.729	22	8.2	12	C6M
HA	0.7	22	8.2	12	C6M
HA	0.689	22	8.2	12	C6M
HA	0.706	22	8.2	12	C6M
HA	0.695	22	8.2	12	C6M
HA	0.704	22	8.2	12	C6M
HA	0.67	22	8.2	12	C6M
HA	0.695	22	8.2	12	C6M
HA	0.722	22	8.2	12	C6M
HA	0.71	22	8.2	12	C6M
HA	0.697	22	8.2	12	C6M
HA	0.715	22	8.2	12	C6M
HA	0.696	22	8.2	12	C6M
HA	0.675	22	8.2	12	C6M
HA	0.689	22	8.2	12	C6M
HA	0.706	22	8.2	12	C6M
HA	0.694	22	8.2	12	C6M
HA	0.702	22	8.2	12	C6M
HA	0.69	22	8.2	12	C6M
HH	0.318	22	7.5	12	C1
HH	0.332	22	7.5	12	C1
HH	0.321	22	7.5	12	C1
HH	0.322	22	7.5	12	C1
HH	0.327	22	7.5	12	C1
HH	0.32	22	7.5	12	C1
HH	0.333	22	7.5	12	C1
HH	0.308	22	7.5	12	C1
HH	0.273	22	7.5	12	C1
HH	0.297	22	7.5	12	C1
HH	0.32	22	7.5	12	C1
HH	0.414	22	7.5	12	C1
HH	0.325	22	7.5	12	C1
HH	0.33	22	7.5	12	C1
HH	0.327	22	7.5	12	C1
HH	0.333	22	7.5	12	C1
HH	0.403	22	7.5	12	C1
HH	0.401	22	7.5	12	C1
HH	0.383	22	7.5	12	C1
HH	0.407	22	7.5	12	C1
HH	0.314	22	7.5	12	C1
HH	0.318	22	7.5	12	C1
HH	0.316	22	7.5	12	C1
HH	0.333	22	7.5	12	C1
HH	0.316	22	7.5	12	C1
HH	0.321	22	7.5	12	C1
HH	0.316	22	7.5	12	C1
HH	0.318	22	7.5	12	C1
HH	0.324	22	7.5	12	C1
HH	0.327	22	7.5	12	C1
HH	0.307	22	7.5	12	C1
HH	0.318	22	7.5	12	C1
HH	0.315	22	7.5	12	C1
HH	0.32	22	7.5	12	C1
HH	0.33	22	7.5	12	C1
HH	0.293	22	7.5	12	C1
HH	0.31	22	7.5	12	C1
HH	0.3	22	7.5	12	C1
HH	0.306	22	7.5	12	C1
HH	0.336	22	7.5	12	C1
HH	0.815	22	7.5	12	C6F
HH	0.832	22	7.5	12	C6F
HH	0.81	22	7.5	12	C6F
HH	0.866	22	7.5	12	C6F
HH	0.863	22	7.5	12	C6F
HH	0.819	22	7.5	12	C6F
HH	0.807	22	7.5	12	C6F
HH	0.791	22	7.5	12	C6F
HH	0.834	22	7.5	12	C6F
HH	0.838	22	7.5	12	C6F
HH	0.681	22	7.5	12	C6M
HH	0.679	22	7.5	12	C6M
HH	0.722	22	7.5	12	C6M
HH	0.716	22	7.5	12	C6M
HH	0.745	22	7.5	12	C6M
HH	0.707	22	7.5	12	C6M
HH	0.699	22	7.5	12	C6M
HH	0.707	22	7.5	12	C6M
HH	0.724	22	7.5	12	C6M
HH	0.679	22	7.5	12	C6M
AA	0.333	18	8.2	15	C1
AA	0.334	18	8.2	15	C1
AA	0.33	18	8.2	15	C1
AA	0.331	18	8.2	15	C1
AA	0.326	18	8.2	15	C1
AA	0.339	18	8.2	15	C1
AA	0.345	18	8.2	15	C1
AA	0.331	18	8.2	15	C1
AA	0.344	18	8.2	15	C1
AA	0.351	18	8.2	15	C1
AA	0.365	18	8.2	15	C1
AA	0.325	18	8.2	15	C1
AA	0.325	18	8.2	15	C1
AA	0.327	18	8.2	15	C1
AA	0.352	18	8.2	15	C1
AA	0.329	18	8.2	15	C1
AA	0.321	18	8.2	15	C1
AA	0.334	18	8.2	15	C1
AA	0.316	18	8.2	15	C1
AA	0.33	18	8.2	15	C1
AA	0.321	18	8.2	15	C1
AA	0.325	18	8.2	15	C1
AA	0.349	18	8.2	15	C1
AA	0.335	18	8.2	15	C1
AA	0.335	18	8.2	15	C1
AA	0.298	18	8.2	15	C1
AA	0.349	18	8.2	15	C1
AA	0.353	18	8.2	15	C1
AA	0.346	18	8.2	15	C1
AA	0.339	18	8.2	15	C1
AA	0.341	18	8.2	15	C1
AA	0.338	18	8.2	15	C1
AA	0.337	18	8.2	15	C1
AA	0.357	18	8.2	15	C1
AA	0.82	18	8.2	15	C6F
AA	0.823	18	8.2	15	C6F
AA	0.806	18	8.2	15	C6F
AA	0.828	18	8.2	15	C6F
AA	0.822	18	8.2	15	C6F
AA	0.824	18	8.2	15	C6F
AA	0.776	18	8.2	15	C6F
AA	0.8	18	8.2	15	C6F
AA	0.798	18	8.2	15	C6F
AA	0.763	18	8.2	15	C6F
AA	0.848	18	8.2	15	C6F
AA	0.805	18	8.2	15	C6F
AA	0.794	18	8.2	15	C6F
AA	0.821	18	8.2	15	C6F
AA	0.795	18	8.2	15	C6F
AA	0.865	18	8.2	15	C6F
AA	0.84	18	8.2	15	C6F
AA	0.807	18	8.2	15	C6F
AA	0.824	18	8.2	15	C6F
AA	0.864	18	8.2	15	C6F
AA	0.858	18	8.2	15	C6F
AA	0.83	18	8.2	15	C6F
AA	0.854	18	8.2	15	C6F
AA	0.809	18	8.2	15	C6F
AA	0.819	18	8.2	15	C6F
AA	0.822	18	8.2	15	C6F
AA	0.785	18	8.2	15	C6F
AA	0.766	18	8.2	15	C6F
AA	0.723	18	8.2	15	C6M
AA	0.713	18	8.2	15	C6M
AA	0.714	18	8.2	15	C6M
AA	0.732	18	8.2	15	C6M
AA	0.726	18	8.2	15	C6M
AA	0.696	18	8.2	15	C6M
AA	0.695	18	8.2	15	C6M
AA	0.709	18	8.2	15	C6M
AA	0.698	18	8.2	15	C6M
AA	0.687	18	8.2	15	C6M
AA	0.718	18	8.2	15	C6M
AA	0.686	18	8.2	15	C6M
AA	0.698	18	8.2	15	C6M
AA	0.727	18	8.2	15	C6M
AA	0.721	18	8.2	15	C6M
AA	0.699	18	8.2	15	C6M
AA	0.725	18	8.2	15	C6M
AA	0.689	18	8.2	15	C6M
AA	0.72	18	8.2	15	C6M
AA	0.68	18	8.2	15	C6M
AA	0.753	18	8.2	15	C6M
AA	0.729	18	8.2	15	C6M
AA	0.756	18	8.2	15	C6M
AA	0.707	18	8.2	15	C6M
AA	0.702	18	8.2	15	C6M
AA	0.756	18	8.2	15	C6M
AA	0.717	18	8.2	15	C6M
AA	0.752	18	8.2	15	C6M
AA	0.673	18	8.2	15	C6M
AA	0.706	18	8.2	15	C6M
AA	0.695	18	8.2	15	C6M
AH	0.328	18	7.5	15	C1
AH	0.345	18	7.5	15	C1
AH	0.33	18	7.5	15	C1
AH	0.346	18	7.5	15	C1
AH	0.356	18	7.5	15	C1
AH	0.349	18	7.5	15	C1
AH	0.322	18	7.5	15	C1
AH	0.359	18	7.5	15	C1
AH	0.339	18	7.5	15	C1
AH	0.346	18	7.5	15	C1
AH	0.351	18	7.5	15	C1
AH	0.304	18	7.5	15	C1
AH	0.365	18	7.5	15	C1
AH	0.358	18	7.5	15	C1
AH	0.348	18	7.5	15	C1
AH	0.351	18	7.5	15	C1
AH	0.354	18	7.5	15	C1
AH	0.336	18	7.5	15	C1
AH	0.357	18	7.5	15	C1
AH	0.346	18	7.5	15	C1
AH	0.327	18	7.5	15	C1
AH	0.329	18	7.5	15	C1
AH	0.338	18	7.5	15	C1
AH	0.348	18	7.5	15	C1
AH	0.333	18	7.5	15	C1
AH	0.333	18	7.5	15	C1
AH	0.348	18	7.5	15	C1
AH	0.324	18	7.5	15	C1
AH	0.344	18	7.5	15	C1
AH	0.343	18	7.5	15	C1
AH	0.341	18	7.5	15	C1
AH	0.324	18	7.5	15	C1
AH	0.351	18	7.5	15	C1
AH	0.321	18	7.5	15	C1
AH	0.318	18	7.5	15	C1
AH	0.339	18	7.5	15	C1
AH	0.335	18	7.5	15	C1
AH	0.346	18	7.5	15	C1
AH	0.344	18	7.5	15	C1
AH	0.813	18	7.5	15	C6F
AH	0.803	18	7.5	15	C6F
AH	0.816	18	7.5	15	C6F
AH	0.788	18	7.5	15	C6F
AH	0.859	18	7.5	15	C6F
AH	0.759	18	7.5	15	C6F
AH	0.764	18	7.5	15	C6F
AH	0.797	18	7.5	15	C6F
AH	0.761	18	7.5	15	C6F
AH	0.774	18	7.5	15	C6F
AH	0.801	18	7.5	15	C6F
AH	0.904	18	7.5	15	C6F
AH	0.871	18	7.5	15	C6F
AH	0.819	18	7.5	15	C6F
AH	0.842	18	7.5	15	C6F
AH	0.852	18	7.5	15	C6F
AH	0.845	18	7.5	15	C6F
AH	0.897	18	7.5	15	C6F
AH	0.842	18	7.5	15	C6F
AH	0.853	18	7.5	15	C6F
AH	0.793	18	7.5	15	C6F
AH	0.8	18	7.5	15	C6F
AH	0.839	18	7.5	15	C6F
AH	0.845	18	7.5	15	C6F
AH	0.833	18	7.5	15	C6F
AH	0.786	18	7.5	15	C6F
AH	0.816	18	7.5	15	C6F
AH	0.863	18	7.5	15	C6F
AH	0.82	18	7.5	15	C6F
AH	0.798	18	7.5	15	C6F
AH	0.866	18	7.5	15	C6F
AH	0.824	18	7.5	15	C6F
AH	0.803	18	7.5	15	C6F
AH	0.811	18	7.5	15	C6F
AH	0.838	18	7.5	15	C6F
AH	0.82	18	7.5	15	C6F
AH	0.771	18	7.5	15	C6F
AH	0.832	18	7.5	15	C6F
AH	0.727	18	7.5	15	C6F
AH	0.682	18	7.5	15	C6M
AH	0.708	18	7.5	15	C6M
AH	0.694	18	7.5	15	C6M
AH	0.692	18	7.5	15	C6M
AH	0.676	18	7.5	15	C6M
AH	0.722	18	7.5	15	C6M
AH	0.664	18	7.5	15	C6M
AH	0.713	18	7.5	15	C6M
AH	0.698	18	7.5	15	C6M
AH	0.742	18	7.5	15	C6M
AH	0.75	18	7.5	15	C6M
AH	0.724	18	7.5	15	C6M
AH	0.726	18	7.5	15	C6M
AH	0.746	18	7.5	15	C6M
AH	0.741	18	7.5	15	C6M
AH	0.725	18	7.5	15	C6M
AH	0.745	18	7.5	15	C6M
AH	0.758	18	7.5	15	C6M
AH	0.746	18	7.5	15	C6M
AH	0.75	18	7.5	15	C6M
AH	0.711	18	7.5	15	C6M
AH	0.723	18	7.5	15	C6M
AH	0.745	18	7.5	15	C6M
AH	0.739	18	7.5	15	C6M
AH	0.736	18	7.5	15	C6M
AH	0.7	18	7.5	15	C6M
AH	0.718	18	7.5	15	C6M
AH	0.724	18	7.5	15	C6M
AH	0.736	18	7.5	15	C6M
AH	0.691	18	7.5	15	C6M
AH	0.728	18	7.5	15	C6M
AH	0.698	18	7.5	15	C6M
AH	0.708	18	7.5	15	C6M
AH	0.735	18	7.5	15	C6M
AH	0.719	18	7.5	15	C6M
AH	0.71	18	7.5	15	C6M
AH	0.713	18	7.5	15	C6M
AH	0.704	18	7.5	15	C6M
HA	0.308	22	8.2	15	C1
HA	0.277	22	8.2	15	C1
HA	0.324	22	8.2	15	C1
HA	0.319	22	8.2	15	C1
HA	0.319	22	8.2	15	C1
HA	0.297	22	8.2	15	C1
HA	0.322	22	8.2	15	C1
HA	0.287	22	8.2	15	C1
HA	0.312	22	8.2	15	C1
HA	0.321	22	8.2	15	C1
HA	0.354	22	8.2	15	C1
HA	0.318	22	8.2	15	C1
HA	0.338	22	8.2	15	C1
HA	0.351	22	8.2	15	C1
HA	0.33	22	8.2	15	C1
HA	0.3	22	8.2	15	C1
HA	0.278	22	8.2	15	C1
HA	0.28	22	8.2	15	C1
HA	0.317	22	8.2	15	C1
HA	0.313	22	8.2	15	C1
HA	0.299	22	8.2	15	C1
HA	0.294	22	8.2	15	C1
HA	0.327	22	8.2	15	C1
HA	0.838	22	8.2	15	C6F
HA	0.789	22	8.2	15	C6F
HA	0.835	22	8.2	15	C6F
HA	0.833	22	8.2	15	C6F
HA	0.785	22	8.2	15	C6F
HA	0.767	22	8.2	15	C6F
HA	0.801	22	8.2	15	C6F
HA	0.806	22	8.2	15	C6F
HA	0.728	22	8.2	15	C6F
HA	0.786	22	8.2	15	C6F
HA	0.781	22	8.2	15	C6F
HA	0.767	22	8.2	15	C6F
HA	0.833	22	8.2	15	C6F
HA	0.842	22	8.2	15	C6F
HA	0.822	22	8.2	15	C6F
HA	0.799	22	8.2	15	C6F
HA	0.82	22	8.2	15	C6F
HA	0.795	22	8.2	15	C6F
HA	0.748	22	8.2	15	C6F
HA	0.83	22	8.2	15	C6F
HA	0.755	22	8.2	15	C6F
HA	0.754	22	8.2	15	C6F
HA	0.749	22	8.2	15	C6F
HA	0.779	22	8.2	15	C6F
HA	0.781	22	8.2	15	C6F
HA	0.888	22	8.2	15	C6F
HA	0.657	22	8.2	15	C6F
HA	0.745	22	8.2	15	C6F
HA	0.677	22	8.2	15	C6F
HA	0.697	22	8.2	15	C6F
HA	0.671	22	8.2	15	C6F
HA	0.652	22	8.2	15	C6M
HA	0.655	22	8.2	15	C6M
HA	0.717	22	8.2	15	C6M
HA	0.653	22	8.2	15	C6M
HA	0.69	22	8.2	15	C6M
HA	0.661	22	8.2	15	C6M
HA	0.641	22	8.2	15	C6M
HA	0.678	22	8.2	15	C6M
HA	0.644	22	8.2	15	C6M
HA	0.693	22	8.2	15	C6M
HA	0.674	22	8.2	15	C6M
HA	0.675	22	8.2	15	C6M
HA	0.672	22	8.2	15	C6M
HA	0.7	22	8.2	15	C6M
HA	0.675	22	8.2	15	C6M
HA	0.657	22	8.2	15	C6M
HA	0.676	22	8.2	15	C6M
HA	0.637	22	8.2	15	C6M
HA	0.604	22	8.2	15	C6M
HA	0.646	22	8.2	15	C6M
HA	0.652	22	8.2	15	C6M
HA	0.73	22	8.2	15	C6M
HA	0.668	22	8.2	15	C6M
HA	0.659	22	8.2	15	C6M
HA	0.608	22	8.2	15	C6M
HA	0.665	22	8.2	15	C6M
HA	0.627	22	8.2	15	C6M
HA	0.638	22	8.2	15	C6M
HA	0.645	22	8.2	15	C6M
HA	0.618	22	8.2	15	C6M
HA	0.626	22	8.2	15	C6M
HA	0.613	22	8.2	15	C6M
HA	0.581	22	8.2	15	C6M
HA	0.626	22	8.2	15	C6M
HA	0.614	22	8.2	15	C6M
HA	0.624	22	8.2	15	C6M
HH	0.318	22	7.5	15	C1
HH	0.332	22	7.5	15	C1
HH	0.321	22	7.5	15	C1
HH	0.322	22	7.5	15	C1
HH	0.327	22	7.5	15	C1
HH	0.32	22	7.5	15	C1
HH	0.333	22	7.5	15	C1
HH	0.308	22	7.5	15	C1
HH	0.273	22	7.5	15	C1
HH	0.297	22	7.5	15	C1
HH	0.32	22	7.5	15	C1
HH	0.414	22	7.5	15	C1
HH	0.325	22	7.5	15	C1
HH	0.33	22	7.5	15	C1
HH	0.327	22	7.5	15	C1
HH	0.333	22	7.5	15	C1
HH	0.403	22	7.5	15	C1
HH	0.401	22	7.5	15	C1
HH	0.383	22	7.5	15	C1
HH	0.407	22	7.5	15	C1
HH	0.314	22	7.5	15	C1
HH	0.318	22	7.5	15	C1
HH	0.316	22	7.5	15	C1
HH	0.333	22	7.5	15	C1
HH	0.316	22	7.5	15	C1
HH	0.321	22	7.5	15	C1
HH	0.316	22	7.5	15	C1
HH	0.318	22	7.5	15	C1
HH	0.324	22	7.5	15	C1
HH	0.327	22	7.5	15	C1
HH	0.307	22	7.5	15	C1
HH	0.318	22	7.5	15	C1
HH	0.315	22	7.5	15	C1
HH	0.32	22	7.5	15	C1
HH	0.33	22	7.5	15	C1
HH	0.293	22	7.5	15	C1
HH	0.31	22	7.5	15	C1
HH	0.3	22	7.5	15	C1
HH	0.306	22	7.5	15	C1
HH	0.336	22	7.5	15	C1
HH	0.833	22	7.5	15	C6F
HH	0.88	22	7.5	15	C6F
HH	0.811	22	7.5	15	C6F
HH	0.876	22	7.5	15	C6F
HH	0.753	22	7.5	15	C6F
HH	0.829	22	7.5	15	C6F
HH	0.794	22	7.5	15	C6F
HH	0.844	22	7.5	15	C6F
HH	0.882	22	7.5	15	C6F
HH	0.85	22	7.5	15	C6F
HH	0.789	22	7.5	15	C6F
HH	0.792	22	7.5	15	C6F
HH	0.841	22	7.5	15	C6F
HH	0.794	22	7.5	15	C6F
HH	0.8	22	7.5	15	C6F
HH	0.833	22	7.5	15	C6F
HH	0.803	22	7.5	15	C6F
HH	0.768	22	7.5	15	C6F
HH	0.792	22	7.5	15	C6F
HH	0.796	22	7.5	15	C6F
HH	0.817	22	7.5	15	C6F
HH	0.857	22	7.5	15	C6F
HH	0.828	22	7.5	15	C6F
HH	0.851	22	7.5	15	C6F
HH	0.821	22	7.5	15	C6F
HH	0.779	22	7.5	15	C6F
HH	0.861	22	7.5	15	C6F
HH	0.871	22	7.5	15	C6F
HH	0.826	22	7.5	15	C6F
HH	0.819	22	7.5	15	C6F
HH	0.795	22	7.5	15	C6F
HH	0.763	22	7.5	15	C6F
HH	0.766	22	7.5	15	C6F
HH	0.88	22	7.5	15	C6F
HH	0.829	22	7.5	15	C6F
HH	0.762	22	7.5	15	C6F
HH	0.809	22	7.5	15	C6F
HH	0.744	22	7.5	15	C6F
HH	0.736	22	7.5	15	C6M
HH	0.691	22	7.5	15	C6M
HH	0.693	22	7.5	15	C6M
HH	0.695	22	7.5	15	C6M
HH	0.68	22	7.5	15	C6M
HH	0.687	22	7.5	15	C6M
HH	0.7	22	7.5	15	C6M
HH	0.672	22	7.5	15	C6M
HH	0.715	22	7.5	15	C6M
HH	0.668	22	7.5	15	C6M
HH	0.679	22	7.5	15	C6M
HH	0.68	22	7.5	15	C6M
HH	0.688	22	7.5	15	C6M
HH	0.687	22	7.5	15	C6M
HH	0.669	22	7.5	15	C6M
HH	0.68	22	7.5	15	C6M
HH	0.681	22	7.5	15	C6M
HH	0.69	22	7.5	15	C6M
HH	0.708	22	7.5	15	C6M
HH	0.704	22	7.5	15	C6M
HH	0.686	22	7.5	15	C6M
HH	0.674	22	7.5	15	C6M
HH	0.719	22	7.5	15	C6M
HH	0.71	22	7.5	15	C6M
HH	0.724	22	7.5	15	C6M
HH	0.619	22	7.5	15	C6M
HH	0.703	22	7.5	15	C6M
HH	0.692	22	7.5	15	C6M
HH	0.663	22	7.5	15	C6M
HH	0.705	22	7.5	15	C6M
HH	0.717	22	7.5	15	C6M
HH	0.662	22	7.5	15	C6M
HH	0.689	22	7.5	15	C6M
HH	0.646	22	7.5	15	C6M
HH	0.694	22	7.5	15	C6M
HH	0.677	22	7.5	15	C6M
HH	0.709	22	7.5	15	C6M
HH	0.684	22	7.5	15	C6M
HH	0.663	22	7.5	15	C6M
HH	0.681	22	7.5	15	C6M
AA	0.319	18	8.2	25	C1
AA	0.315	18	8.2	25	C1
AA	0.313	18	8.2	25	C1
AA	0.332	18	8.2	25	C1
AA	0.346	18	8.2	25	C1
AA	0.339	18	8.2	25	C1
AA	0.324	18	8.2	25	C1
AA	0.317	18	8.2	25	C1
AA	0.832	18	8.2	25	C6F
AA	0.849	18	8.2	25	C6F
AA	0.817	18	8.2	25	C6F
AA	0.873	18	8.2	25	C6F
AA	0.78	18	8.2	25	C6F
AA	0.824	18	8.2	25	C6F
AA	0.821	18	8.2	25	C6F
AA	0.846	18	8.2	25	C6F
AA	0.772	18	8.2	25	C6F
AA	0.739	18	8.2	25	C6M
AA	0.7	18	8.2	25	C6M
AA	0.657	18	8.2	25	C6M
AA	0.332	18	8.2	25	C1
